OBJECTID,NAME,OWNTYPE,SUBTYPEFIELD,FEATURECODE,FULLADDR,MUNICIPALITY,STATE,ZIP,CAPTUREMETH,LOCATIONTYPE,AGENCYURL,PHONE,last_edited_date,geometry,ConvertedX,ConvertedY
3766,Baymont Inn and Suite,Private,720,Hotel / Motel,517 E Il Route 83,Mundelein,IL,60060,Placed on Map,Building,,(847) 566-5400,1569613387000,"{'x': -87.9966461398142, 'y': 42.23685932725921}",-87.9966461398142,42.23685932725921
3767,Antioch Motel,Private,720,Hotel / Motel,25324 W Il Route 173,Antioch,IL,60002,Placed on Map,Building,,(847) 395-1527,1569613387000,"{'x': -88.12780950479146, 'y': 42.478216561750635}",-88.12780950479146,42.478216561750635
3768,By Way Motel,Private,720,Hotel / Motel,123 N Skokie Hwy,Lake Bluff,IL,60044,Placed on Map,Building,,(847) 234-1789,1569613387000,"{'x': -87.87011859104778, 'y': 42.283652288099866}",-87.87011859104778,42.283652288099866
3769,Candlewood Suites,Private,720,Hotel / Motel,1100 N Us Highway 45,Libertyville,IL,60048,Placed on Map,Building,,(847) 247-9900,1569613387000,"{'x': -88.0031168386547, 'y': 42.296185367190745}",-88.0031168386547,42.296185367190745
3770,Country Inns and Suites,Private,720,Hotel / Motel,5420 Grand Ave,Gurnee,IL,60031,Placed on Map,Building,,(847) 625-9700,1569613387000,"{'x': -87.93634927758309, 'y': 42.37934332024061}",-87.93634927758309,42.37934332024061
3771,Comfort Inn,Private,720,Hotel / Motel,3031 Belvidere Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 623-1400,1569613387000,"{'x': -87.87735402119804, 'y': 42.34772724449645}",-87.87735402119804,42.34772724449645
3772,Comfort Inn,Private,720,Hotel / Motel,6080 Gurnee Mills Cir E,Gurnee,IL,60031,Placed on Map,Building,,(847) 855-8866,1569613387000,"{'x': -87.95273235378119, 'y': 42.385287837591335}",-87.95273235378119,42.385287837591335
3773,Country Inns and Suites,Private,720,Hotel / Motel,1100 33rd St,Zion,IL,60099,Placed on Map,Building,,(847) 746-0101,1569613387000,"{'x': -87.82363674978956, 'y': 42.43583928772733}",-87.82363674978956,42.43583928772733
3774,Candlewood Suites,Private,720,Hotel / Motel,1151 S Waukegan Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 578-5250,1569613387000,"{'x': -87.89400827632257, 'y': 42.338995747021855}",-87.89400827632257,42.338995747021855
3775,Comfort Suites Grayslake Libertyville North,Private,720,Hotel / Motel,1775 E Belvidere Rd,Grayslake,IL,60030,Placed on Map,Building,,(847) 223-5050,1569613387000,"{'x': -88.00531415916214, 'y': 42.33759500437966}",-88.00531415916214,42.33759500437966
3776,Courtyard Chicago Lincolnshire,Private,720,Hotel / Motel,505 Milwaukee Ave,Lincolnshire,IL,60069,Placed on Map,Building,,(847) 634-9555,1569613387000,"{'x': -87.93045063220374, 'y': 42.196151866989155}",-87.93045063220374,42.196151866989155
3777,Courtyard Chicago Deerfield,Private,720,Hotel / Motel,800 Lake Cook Rd,Deerfield,IL,60015,Placed on Map,Building,,(847) 940-8222,1569613387000,"{'x': -87.84722842705365, 'y': 42.15347481956159}",-87.84722842705365,42.15347481956159
3778,Country Motel,Private,720,Hotel / Motel,33950 N Us Highway 45,Grayslake,IL,60030,Placed on Map,Building,,(847) 223-8300,1569613387000,"{'x': -88.00323492669038, 'y': 42.356323939552354}",-88.00323492669038,42.356323939552354
3779,Courtyard Chicago Highland Park/Northbrook,Private,720,Hotel / Motel,1505 Lake Cook Rd,Highland Park,IL,60035,Placed on Map,Building,,(847) 831-3338,1569613387000,"{'x': -87.80057373646004, 'y': 42.15317178372628}",-87.80057373646004,42.15317178372628
3780,Courtyard Chicago Waukegan/Gurnee,Private,720,Hotel / Motel,3800 Northpoint Blvd,Waukegan,IL,60085,Placed on Map,Building,,(847) 689-8000,1569613387000,"{'x': -87.89637366083988, 'y': 42.34616402928831}",-87.89637366083988,42.34616402928831
3781,Days Inn,Private,720,Hotel / Motel,3000 N Skokie Hwy,Lake Bluff,IL,60044,Placed on Map,Building,,(847) 887-9000,1569613387000,"{'x': -87.8767820009746, 'y': 42.30479199997196}",-87.8767820009746,42.30479199997196
3782,Dupre Motel,Private,720,Hotel / Motel,41074 N Il Route 83,Antioch,IL,60002,Placed on Map,Building,,(847) 395-3237,1569613387000,"{'x': -88.09262521431287, 'y': 42.459999951083866}",-88.09262521431287,42.459999951083866
3783,DoubleTree by Hilton,Private,720,Hotel / Motel,510 E Il Route 83,Mundelein,IL,60060,Placed on Map,Building,,(847) 949-5100,1569613387000,"{'x': -87.99601014606779, 'y': 42.23790393139652}",-87.99601014606779,42.23790393139652
3784,Crossland Economy Studios Waukegan,Private,720,Hotel / Motel,1177 S Northpoint Blvd,Waukegan,IL,60085,Placed on Map,Building,,(847) 688-0402,1569613387000,"{'x': -87.88720336736544, 'y': 42.3383066526282}",-87.88720336736544,42.3383066526282
3785,Econo Lodge,Private,720,Hotel / Motel,630 N Green Bay Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 249-2388,1569613387000,"{'x': -87.88176467288629, 'y': 42.36958324168394}",-87.88176467288629,42.36958324168394
3786,Deer Path Inn,Private,720,Hotel / Motel,255 E Illinois Rd,Lake Forest,IL,60045,Placed on Map,Building,,(847) 234-2280,1569613387000,"{'x': -87.84087732182526, 'y': 42.249607075560384}",-87.84087732182526,42.249607075560384
3787,Does Motel,Private,720,Hotel / Motel,31228 N Us Highway 45,Libertyville,IL,60048,Placed on Map,Building,,(847) 362-0800,1569613387000,"{'x': -88.00506980572678, 'y': 42.316875022936394}",-88.00506980572678,42.316875022936394
3788,Extended Stay America,Private,720,Hotel / Motel,5724 Northridge Dr,Gurnee,IL,60031,Placed on Map,Building,,(847) 662-3060,1569613387000,"{'x': -87.94395632908831, 'y': 42.37669876793763}",-87.94395632908831,42.37669876793763
3789,Extended Stay America,Private,720,Hotel / Motel,215 N Milwaukee Ave,Vernon Hills,IL,60061,Placed on Map,Building,,(847) 821-7101,1569613387000,"{'x': -87.93991765897945, 'y': 42.229144602533346}",-87.93991765897945,42.229144602533346
3790,FairBridge Inn Express,Private,720,Hotel / Motel,3740 Grand Ave,Gurnee,IL,60031,Placed on Map,Building,,(847) 623-7777,1585147729000,"{'x': -87.89301670333555, 'y': 42.37123931518991}",-87.89301670333555,42.37123931518991
3791,Hampton By Hilton,Private,720,Hotel / Motel,1400 Milwaukee Ave,Lincolnshire,IL,60069,Placed on Map,Building,,(847) 478-1400,1569613387000,"{'x': -87.92626373288647, 'y': 42.179011484096904}",-87.92626373288647,42.179011484096904
3792,Extended Stay America,Private,720,Hotel / Motel,1525 Busch Pkwy,Buffalo Grove,IL,60089,Placed on Map,Building,,(847) 215-0641,1569613387000,"{'x': -87.9236228117153, 'y': 42.17022223920123}",-87.9236228117153,42.17022223920123
3793,Great Wolf Lodge,Private,720,Hotel / Motel,1700 Nations Dr,Gurnee,IL,60031,Placed on Map,Building,,(224) 585-0133,1569613387000,"{'x': -87.94481470078333, 'y': 42.38341630890326}",-87.94481470078333,42.38341630890326
3794,Four Points by Sheraton Buffalo Grove,Private,720,Hotel / Motel,900 W Lake Cook Rd,Buffalo Grove,IL,60089,Placed on Map,Building,,(847) 215-8883,1569613387000,"{'x': -87.97735917052698, 'y': 42.153804768155595}",-87.97735917052698,42.153804768155595
3795,Extended Stay America,Private,720,Hotel / Motel,675 Woodlands Pkwy,Vernon Hills,IL,60061,Placed on Map,Building,,(847) 955-1111,1569613387000,"{'x': -87.93608635776741, 'y': 42.21139851377481}",-87.93608635776741,42.21139851377481
3796,Harbor Motel,Private,720,Hotel / Motel,1004 Sheridan Rd,Winthrop Harbor,IL,60096,Placed on Map,Building,,(847) 872-5400,1569613387000,"{'x': -87.82487326640509, 'y': 42.476915255638474}",-87.82487326640509,42.476915255638474
3797,Hampton Inn and Suites,Private,720,Hotel / Motel,438 Lakehurst Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 785-6290,1585147756000,"{'x': -87.90473826611579, 'y': 42.34409230612481}",-87.90473826611579,42.34409230612481
3798,Hampton By Hilton,Private,720,Hotel / Motel,21660 W Lake Cook Rd,Deer Park,IL,60010,Placed on Map,Building,,(847) 726-0500,1569613387000,"{'x': -88.05636859050657, 'y': 42.154825629645856}",-88.05636859050657,42.154825629645856
3799,Holiday Inn Express,Private,720,Hotel / Motel,611 Lakehurst Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 473-4400,1569613387000,"{'x': -87.89722961516848, 'y': 42.339460515319495}",-87.89722961516848,42.339460515319495
3800,Hampton By Hilton,Private,720,Hotel / Motel,2061 Shell Dr,Libertyville,IL,60048,Placed on Map,Building,,(847) 680-8828,1569613387000,"{'x': -88.00325637037452, 'y': 42.3047191828367}",-88.00325637037452,42.3047191828367
3801,Fox Lake Motel,Private,720,Hotel / Motel,25 S Us Highway 12,Fox Lake,IL,60020,Placed on Map,Building,,(847) 973-0652,1569613387000,"{'x': -88.18346006298081, 'y': 42.39489535029621}",-88.18346006298081,42.39489535029621
3802,Hilton Garden Inn,Private,720,Hotel / Motel,26225 N Riverwoods Blvd,Mettawa,IL,60045,Placed on Map,Building,,(847) 735-8374,1569613387000,"{'x': -87.90255498897118, 'y': 42.24267630381704}",-87.90255498897118,42.24267630381704
3803,Holiday Inn Express,Private,720,Hotel / Motel,2600 Lake Cook Rd,Riverwoods,IL,60015,Placed on Map,Building,,(847) 374-0260,1569613387000,"{'x': -87.89089408313383, 'y': 42.15414608760886}",-87.89089408313383,42.15414608760886
3804,Holiday Inn Express,Private,720,Hotel / Motel,975 Lakeview Pkwy,Vernon Hills,IL,60061,Placed on Map,Building,,(847) 367-8031,1569613387000,"{'x': -87.95837815035753, 'y': 42.24230190012641}",-87.95837815035753,42.24230190012641
3805,Hotel Indigo,Private,720,Hotel / Motel,450 N Milwaukee Ave,Vernon Hills,IL,60061,Placed on Map,Building,,(847) 918-1400,1569613387000,"{'x': -87.94490744644652, 'y': 42.23416700652714}",-87.94490744644652,42.23416700652714
3806,Holiday Inn Gurnee Convention Center,Private,720,Hotel / Motel,6161 Grand Ave Lbby 1,Gurnee,IL,60031,Placed on Map,Building,,(847) 336-6300,1569613387000,"{'x': -87.95499846727311, 'y': 42.38203398911747}",-87.95499846727311,42.38203398911747
3807,Homewood Suites by Hilton,Private,720,Hotel / Motel,10 Westminster Way,Lincolnshire,IL,60069,Placed on Map,Building,,(847) 945-9300,1569613387000,"{'x': -87.89234865680145, 'y': 42.19962673851461}",-87.89234865680145,42.19962673851461
3808,Holiday Inn Express,Private,720,Hotel / Motel,77 Buckley Rd,Libertyville,IL,60048,Placed on Map,Building,,(847) 549-7878,1569613387000,"{'x': -87.95715518482804, 'y': 42.305182897587294}",-87.95715518482804,42.305182897587294
3809,Holiday Inn Express,Private,720,Hotel / Motel,197 S Rand Rd,Lake Zurich,IL,60047,Placed on Map,Building,,(847) 726-7500,1569613387000,"{'x': -88.1124720406346, 'y': 42.19483102631542}",-88.1124720406346,42.19483102631542
3810,Illinois Beach Resort,Private,720,Hotel / Motel,1 Lake Front Dr,Zion,IL,60099,Placed on Map,Building,,(847) 625-7300,1569613387000,"{'x': -87.80514788691987, 'y': 42.42382084534805}",-87.80514788691987,42.42382084534805
3811,La Quinta Inns and Suites,Private,720,Hotel / Motel,5688 Northridge Dr,Gurnee,IL,60031,Placed on Map,Building,,(847) 662-7600,1569613387000,"{'x': -87.94404995060891, 'y': 42.377940929160594}",-87.94404995060891,42.377940929160594
3812,Motel 6,Private,720,Hotel / Motel,1809 N Milwaukee Ave,Libertyville,IL,60048,Placed on Map,Building,,(847) 816-8006,1569613387000,"{'x': -87.96172486616933, 'y': 42.30681334791569}",-87.96172486616933,42.30681334791569
3813,Hyatt Regency Deerfield,Private,720,Hotel / Motel,1750 Lake Cook Rd,Deerfield,IL,60015,Placed on Map,Building,,(847) 945-3400,1569613387000,"{'x': -87.87065656152872, 'y': 42.154038668364294}",-87.87065656152872,42.154038668364294
3814,Lincolnshire Marriott Resort,Private,720,Hotel / Motel,10 Marriott Dr,Lincolnshire,IL,60069,Placed on Map,Building,,(847) 634-0100,1569613387000,"{'x': -87.9247522033349, 'y': 42.19622440692775}",-87.9247522033349,42.19622440692775
3815,Motel 6,Private,720,Hotel / Motel,31 N Green Bay Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 336-9000,1569613387000,"{'x': -87.8737401311494, 'y': 42.36051160880486}",-87.8737401311494,42.36051160880486
3816,La Villa Motel,Private,720,Hotel / Motel,1401 Sheridan Rd,Winthrop Harbor,IL,60096,Placed on Map,Building,,(847) 746-2800,1569613387000,"{'x': -87.82445598907417, 'y': 42.46954296612502}",-87.82445598907417,42.46954296612502
3817,Parkside Motel,Private,720,Hotel / Motel,3070 Sheridan Rd,Zion,IL,60099,Placed on Map,Building,,(847) 746-8133,1569613387000,"{'x': -87.82612326852968, 'y': 42.43925943600293}",-87.82612326852968,42.43925943600293
3818,Naz Motel,Private,720,Hotel / Motel,2403 Sheridan Rd,Zion,IL,60099,Placed on Map,Building,,(847) 746-1400,1569613387000,"{'x': -87.82502264455873, 'y': 42.45203765475059}",-87.82502264455873,42.45203765475059
3819,La Quinta Inns and Suites,Private,720,Hotel / Motel,2000 Lakeside Dr,Bannockburn,IL,60015,Placed on Map,Building,,(847) 317-7300,1569613387000,"{'x': -87.88483530047868, 'y': 42.19652755931996}",-87.88483530047868,42.19652755931996
3820,Residence Inn Chicago Deerfield,Private,720,Hotel / Motel,530 Lake Cook Rd,Deerfield,IL,60015,Placed on Map,Building,,(847) 940-4644,1569613387000,"{'x': -87.84148146849823, 'y': 42.15672921713015}",-87.84148146849823,42.15672921713015
3821,Red Carpet Inn North Chicago,Private,720,Hotel / Motel,3207 Buckley Rd,North Chicago,IL,60064,Placed on Map,Building,,(847) 689-9400,1569613387000,"{'x': -87.87918789591798, 'y': 42.30774675542973}",-87.87918789591798,42.30774675542973
3822,Rodeway Inn,Private,720,Hotel / Motel,630 N Green Bay Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 249-2388,1569613387000,"{'x': -87.88176467288629, 'y': 42.36958324168394}",-87.88176467288629,42.36958324168394
3823,Ramada,Private,720,Hotel / Motel,200 N Green Bay Rd,Waukegan,IL,60085,Placed on Map,Building,,(800) 252-1709,1569613387000,"{'x': -87.87698330624323, 'y': 42.3623271426862}",-87.87698330624323,42.3623271426862
3824,Residence Inn Chicago Lake Forest/Mettawa,Private,720,Hotel / Motel,26325 N Riverwoods Blvd,Mettawa,IL,60045,Placed on Map,Building,,(847) 615-2701,1569613387000,"{'x': -87.90331426481225, 'y': 42.2433489498863}",-87.90331426481225,42.2433489498863
3825,Relax Inn Motel,Private,720,Hotel / Motel,41440 N Us Highway 41,Wadsworth,IL,60083,Placed on Map,Building,,(847) 395-7300,1569613387000,"{'x': -87.94704474422164, 'y': 42.464231722135544}",-87.94704474422164,42.464231722135544
3826,Skylark Motel,Private,720,Hotel / Motel,946 Sheridan Rd,Winthrop Harbor,IL,60096,Placed on Map,Building,,(847) 872-5066,1569613387000,"{'x': -87.82508598207448, 'y': 42.477178887823435}",-87.82508598207448,42.477178887823435
3827,Sun Inn,Private,720,Hotel / Motel,301 Sheridan Rd,Winthrop Harbor,IL,60096,Placed on Map,Building,,(847) 746-7380,1569613387000,"{'x': -87.82142546047942, 'y': 42.48878863115264}",-87.82142546047942,42.48878863115264
3828,Quality Inn,Private,720,Hotel / Motel,619 S Green Bay Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 662-3200,1569613387000,"{'x': -87.87335594865185, 'y': 42.348212200919946}",-87.87335594865185,42.348212200919946
3829,Navy Lodge Great Lakes,Private,720,Hotel / Motel,2500 Meridian Dr,Great Lakes,IL,60088,Placed on Map,Building,,(847) 689-1485,1569613387000,"{'x': -87.86206459355272, 'y': 42.29981039634051}",-87.86206459355272,42.29981039634051
3830,Rosecrans Motel,Private,720,Hotel / Motel,41550 N US Highway 41,Wadsworth,IL,60083,Placed on Map,Building,,(847) 395-1189,1569613387000,"{'x': -87.94760305435724, 'y': 42.46677944507352}",-87.94760305435724,42.46677944507352
3831,Sleep Inn and Suites,Private,720,Hotel / Motel,3250 Bittersweet Ave,Lake Bluff,IL,60044,Placed on Map,Building,,(847) 578-9900,1569613387000,"{'x': -87.87730571878524, 'y': 42.303729127720665}",-87.87730571878524,42.303729127720665
3832,Shamrock Motel,Private,720,Hotel / Motel,1713 Sheridan Rd,Zion,IL,60099,Placed on Map,Building,,(847) 872-8236,1569613387000,"{'x': -87.82419195714415, 'y': 42.463236756447664}",-87.82419195714415,42.463236756447664
3833,Staybridge Suites,Private,720,Hotel / Motel,100 Barclay Blvd,Lincolnshire,IL,60069,Placed on Map,Building,,(847) 821-0002,1569613387000,"{'x': -87.9376137623467, 'y': 42.19586530420143}",-87.9376137623467,42.19586530420143
3834,SpringHill Suites Chicago Waukegan/Gurnee,Private,720,Hotel / Motel,4101 Fountain Square Pl,Waukegan,IL,60085,Placed on Map,Building,,(847) 688-9800,1569613387000,"{'x': -87.90212226510893, 'y': 42.34439679250225}",-87.90212226510893,42.34439679250225
3835,Sheridan Motel,Private,720,Hotel / Motel,3412 Sheridan Rd,Zion,IL,60099,Placed on Map,Building,,(847) 872-8236,1569613387000,"{'x': -87.82635689697888, 'y': 42.43266319667642}",-87.82635689697888,42.43266319667642
3836,SpringHill Suites Chicago Lincolnshire,Private,720,Hotel / Motel,300 Marriott Dr,Lincolnshire,IL,60069,Placed on Map,Building,,(847) 793-7500,1569613387000,"{'x': -87.93346596759207, 'y': 42.19408514122173}",-87.93346596759207,42.19408514122173
3837,Sunset Motel Lake Bluff,Private,720,Hotel / Motel,511 Rockland Rd,Lake Bluff,IL,60044,Placed on Map,Building,,(847) 739-2314,1569613387000,"{'x': -87.87139651730297, 'y': 42.2799332457105}",-87.87139651730297,42.2799332457105
3838,Residence Inn Chicago Waukegan/Gurnee,Private,720,Hotel / Motel,1440 S White Oak Dr,Waukegan,IL,60085,Placed on Map,Building,,(847) 689-9240,1569613387000,"{'x': -87.89423773569052, 'y': 42.334305133577615}",-87.89423773569052,42.334305133577615
3839,Super 8,Private,720,Hotel / Motel,5520 Grand Ave,Gurnee,IL,60031,Placed on Map,Building,,(847) 249-7777,1569613387000,"{'x': -87.93775854022778, 'y': 42.37883582701731}",-87.93775854022778,42.37883582701731
3840,Travelodge,Private,720,Hotel / Motel,3633 N Lewis Ave,Waukegan,IL,60087,Placed on Map,Building,,(847) 693-4431,1569613387000,"{'x': -87.85437654724653, 'y': 42.41840829923211}",-87.85437654724653,42.41840829923211
3841,Wingate Hotel,Private,720,Hotel / Motel,6090 Gurnee Mills Cir E,Gurnee,IL,60031,Placed on Map,Building,,(847) 855-8868,1569613387000,"{'x': -87.95245856345227, 'y': 42.385825341236355}",-87.95245856345227,42.385825341236355
3842,Super 8,Private,720,Hotel / Motel,1950 S Lake St,Mundelein,IL,60060,Placed on Map,Building,,(847) 393-8671,1569613387000,"{'x': -87.99506604095869, 'y': 42.23892214970994}",-87.99506604095869,42.23892214970994
3843,Waukegan Public Library - Hinkston Branch,Municipal,820,Library,800 N Baldwin Ave,Waukegan,IL,60085,Placed on Map,Building,https://www.waukeganpl.org/,847-263-8077,1570564311000,"{'x': -87.87283422510113, 'y': 42.371636781731254}",-87.87283422510113,42.371636781731254
